Orthogroup	1_Dpini_HiFi_PB_ONT_primary_purged_correct_scaffIII_tsebra	2_GCF_021155765.1_iyDipSimi1.1_protein	3_GCF_021155785.1_iyNeoFabr1.1_protein	4_GCF_021901455.1_iyNeoLeco1.1_protein	5_GCF_021155775.1_iyNeoPine1.1_protein	6_GCF_021901495.1_iyNeoVirg1.1_protein	7_GCF_917208135.1_iyAthRosa1.1_protein	8_GCF_000612105.2_Oabi_2.0_protein	9_GCF_000143395.1_Attacep1.0_protein	GCF_001465965.1_Pdom_r1.2_protein	GCF_003254395.2_Amel_HAv3.1_protein	Total
OG0002822	4	2	3	3	3	3	4	1	1	0	1	25
OG0002823	2	2	3	3	3	3	4	1	1	2	1	25
OG0002824	2	2	2	2	2	2	4	1	2	1	5	25
OG0002825	2	2	1	1	4	1	2	8	1	1	2	25
OG0002826	1	3	2	2	2	2	2	2	1	2	6	25
OG0002827	1	3	3	3	3	3	2	2	1	2	2	25
OG0002828	1	1	4	4	4	3	1	4	1	1	1	25
OG0002829	1	2	2	2	2	2	7	3	1	2	1	25
OG0002830	1	4	3	3	3	3	3	0	1	2	2	25
OG0002831	2	3	3	3	3	3	3	1	1	1	2	25
OG0002832	1	2	2	2	2	2	6	1	1	4	2	25
OG0002833	1	2	1	1	1	1	3	12	1	1	1	25
OG0002834	1	2	4	5	3	2	1	3	1	1	2	25
OG0002835	1	1	1	2	3	4	2	1	1	8	1	25
OG0002836	1	1	5	4	4	4	1	1	1	1	2	25
OG0002837	1	3	3	3	3	3	2	2	1	1	3	25
OG0002838	1	3	4	4	4	4	1	2	1	0	1	25
OG0002839	1	2	4	4	4	4	2	1	1	1	1	25
OG0002840	1	2	3	4	4	4	2	1	1	2	1	25
OG0002841	1	2	1	3	3	3	2	3	1	3	3	25
OG0002842	2	2	2	1	2	2	3	1	1	4	5	25
OG0002843	1	1	3	3	3	3	5	2	1	1	2	25
OG0002844	2	1	1	5	5	1	3	2	1	1	3	25
OG0002845	2	3	2	2	2	2	3	1	1	5	2	25
OG0002846	3	1	1	0	0	0	6	6	1	3	4	25
OG0002847	1	1	3	3	3	3	1	3	1	5	1	25
OG0002848	1	2	3	3	3	3	1	2	1	2	4	25
OG0002849	1	3	3	3	3	3	1	3	1	2	2	25
OG0002850	2	1	2	2	2	2	4	2	1	3	4	25
OG0002851	1	1	3	3	3	3	1	3	1	4	2	25
OG0002852	2	2	3	3	3	3	3	1	1	1	3	25
OG0002853	2	2	2	5	5	2	2	1	1	1	2	25
OG0002854	1	2	3	3	3	3	5	1	1	1	2	25
OG0002855	1	3	3	3	3	3	4	1	1	1	2	25
OG0002856	1	3	3	3	3	3	3	1	1	1	3	25
OG0002857	1	1	1	1	1	1	4	6	1	3	5	25
OG0002858	2	2	3	3	3	3	2	1	1	3	2	25
OG0002859	2	2	2	2	2	2	5	1	1	5	1	25
OG0002860	1	2	3	3	3	3	2	4	1	1	2	25
OG0002861	1	1	2	3	3	3	4	2	1	3	2	25
OG0002862	1	3	4	6	6	3	2	0	0	0	0	25
OG0002863	1	1	2	2	2	2	5	5	1	1	3	25
OG0002864	2	1	1	1	1	1	6	1	1	2	8	25
OG0002865	1	1	2	3	3	2	5	4	1	1	2	25
OG0002866	2	2	2	2	2	2	5	2	1	2	3	25
OG0002867	2	1	3	3	3	2	2	4	1	3	1	25
OG0002868	1	2	3	3	3	3	5	2	1	1	1	25
OG0002869	1	1	2	3	3	3	1	4	1	3	3	25
OG0002870	1	2	4	4	4	4	1	1	1	1	2	25
OG0002871	2	2	2	4	4	3	2	3	1	1	1	25
OG0002872	1	3	3	3	3	3	4	1	1	1	2	25
OG0002873	1	1	2	2	2	2	2	1	1	9	2	25
OG0002874	1	1	2	4	2	2	3	5	1	2	2	25
OG0002875	1	2	4	4	4	4	1	1	1	1	2	25
OG0002876	1	2	4	4	4	4	1	1	1	1	2	25
OG0002877	1	2	2	3	3	2	1	3	1	2	5	25
OG0002878	1	3	3	2	3	3	2	3	1	2	2	25
OG0002879	2	2	2	2	2	2	2	4	1	2	4	25
OG0002880	1	2	2	2	2	2	2	6	1	3	2	25
OG0002881	1	2	2	2	2	2	5	4	1	3	1	25
OG0002882	2	3	3	3	3	3	2	1	1	1	3	25
OG0002883	2	2	2	2	2	2	6	2	1	1	3	25
OG0002884	2	3	3	3	3	3	2	1	1	3	1	25
OG0002885	1	1	2	1	2	1	1	1	1	12	2	25
OG0002886	1	1	3	3	3	3	3	5	1	1	1	25
OG0002887	2	3	5	5	5	5	0	0	0	0	0	25
OG0002888	1	1	2	2	2	3	2	5	1	4	2	25
OG0002889	2	2	4	4	4	4	2	0	1	0	2	25
OG0002890	1	2	4	4	4	4	2	1	1	1	1	25
OG0002891	1	2	2	2	2	2	6	1	1	0	6	25
OG0002892	1	3	4	3	3	3	3	1	1	2	1	25
OG0002893	2	3	3	3	3	3	1	2	1	2	2	25
OG0002894	1	3	3	3	3	3	2	2	1	2	2	25
OG0002895	1	3	2	2	2	2	3	2	1	3	4	25
OG0002896	1	1	3	3	3	3	1	3	1	4	2	25
OG0002897	1	2	4	4	2	3	4	1	1	2	1	25
OG0002898	2	2	2	2	2	2	3	4	1	2	3	25
OG0002899	1	2	2	2	2	2	3	3	1	3	4	25
OG0002900	1	2	2	2	2	2	3	1	1	5	4	25
OG0002901	2	1	3	4	4	3	3	1	1	2	1	25
OG0002902	1	3	4	4	4	4	1	1	1	1	1	25
OG0002903	2	2	2	2	2	2	4	4	1	2	2	25
OG0002904	1	1	4	4	3	4	1	1	1	4	1	25
OG0002905	1	2	3	3	4	3	1	3	1	2	2	25
OG0002906	1	1	3	2	2	3	4	2	1	1	5	25
OG0002907	2	3	2	2	2	2	4	2	1	1	4	25
OG0002908	1	2	3	3	3	3	1	1	1	4	3	25
OG0002909	2	2	2	2	2	2	4	4	1	3	1	25
OG0002910	3	2	4	3	3	3	2	1	1	1	2	25
OG0002911	1	2	4	3	3	3	1	1	1	4	2	25
OG0002912	1	3	4	4	4	4	2	1	0	1	1	25
OG0002913	1	3	4	4	4	4	2	1	1	0	1	25
OG0002914	2	2	2	2	2	2	2	3	2	2	4	25
OG0002915	3	1	1	1	1	1	1	5	2	6	3	25
OG0002916	1	2	2	2	2	2	4	1	1	4	4	25
OG0002917	1	2	2	2	2	2	5	2	1	2	4	25
OG0002918	1	1	4	4	3	3	3	2	1	1	2	25
OG0002919	1	1	4	4	4	4	2	2	1	1	1	25
OG0002920	1	1	3	5	3	3	1	2	1	1	4	25
OG0002921	2	4	1	1	1	1	3	3	1	3	5	25
OG0002922	2	2	3	3	3	3	3	1	1	2	2	25
OG0002923	2	3	2	2	2	2	2	3	1	2	4	25
OG0002924	2	1	1	3	3	2	2	1	2	3	5	25
OG0002925	1	2	2	2	2	2	4	7	1	1	1	25
OG0002926	1	3	3	3	3	3	2	4	1	1	1	25
OG0002927	1	2	3	3	3	3	1	5	1	2	1	25
OG0002928	1	1	2	2	2	2	2	4	1	6	2	25
OG0002929	1	2	1	1	1	1	3	6	1	6	2	25
OG0002930	2	2	2	2	2	2	3	1	1	7	1	25
OG0002931	1	2	2	2	2	2	3	9	1	0	1	25
OG0002932	2	3	3	3	3	3	2	1	1	2	2	25
OG0002933	1	4	1	1	4	1	4	1	1	3	4	25
OG0002934	1	2	3	4	4	5	1	1	1	1	2	25
OG0002935	1	3	1	5	5	4	1	2	1	1	1	25
OG0002936	2	2	1	4	4	4	1	1	1	2	3	25
OG0002937	1	1	4	4	5	5	1	1	1	1	1	25
OG0002938	1	3	3	3	3	3	2	1	1	3	2	25
OG0002939	1	2	2	2	2	2	8	2	1	1	2	25
OG0002940	1	1	2	3	3	2	4	2	1	2	4	25
OG0002941	1	4	5	3	3	4	1	1	1	1	1	25
OG0002942	1	3	6	5	5	5	0	0	0	0	0	25
OG0002943	1	1	2	3	3	2	4	2	1	4	2	25
OG0002944	1	1	3	3	3	3	5	1	1	3	1	25
OG0002945	2	3	3	3	5	3	1	1	1	2	1	25
OG0002946	1	2	2	2	2	4	4	1	1	3	3	25
OG0002947	1	1	5	3	4	3	2	1	1	2	2	25
OG0002948	1	0	4	4	4	4	3	1	1	1	2	25
OG0002949	1	0	2	2	3	3	3	2	1	3	5	25
OG0002950	1	0	1	1	1	1	5	1	1	3	10	25
OG0002951	2	0	3	3	3	3	4	3	1	1	2	25
OG0002952	1	0	4	4	4	5	5	1	1	0	0	25
OG0002953	1	0	3	4	3	4	4	2	1	1	2	25
OG0002954	1	0	3	3	3	3	7	1	1	1	2	25
OG0002955	0	2	2	3	2	2	4	1	1	3	5	25
OG0002956	0	1	3	3	3	3	1	1	1	4	5	25
OG0002957	0	3	3	4	4	3	1	1	0	5	1	25
OG0002958	0	0	6	10	4	5	0	0	0	0	0	25
OG0002959	0	0	0	0	0	0	0	0	1	0	24	25
OG0002960	0	0	0	0	0	0	0	0	0	19	6	25
OG0002961	1	2	3	3	3	3	2	2	1	2	2	24
OG0002962	2	7	1	1	1	1	2	2	2	2	3	24
OG0002963	1	3	2	2	2	1	2	0	1	3	7	24
OG0002964	1	1	2	3	3	2	3	3	1	0	5	24
OG0002965	2	3	3	1	1	3	2	1	1	5	2	24
OG0002966	1	1	3	3	3	2	1	2	1	3	4	24
OG0002967	1	1	1	1	5	1	3	4	1	3	3	24
OG0002968	3	2	2	2	2	2	6	2	1	1	1	24
OG0002969	2	2	3	3	3	3	2	2	1	1	2	24
OG0002970	1	2	1	1	1	1	3	1	1	7	5	24
OG0002971	2	2	2	2	2	2	2	4	1	4	1	24
OG0002972	1	2	3	3	2	3	1	3	1	3	2	24
OG0002973	8	1	2	2	2	2	4	1	0	2	0	24
OG0002974	10	1	4	0	3	6	0	0	0	0	0	24
OG0002975	24	0	0	0	0	0	0	0	0	0	0	24
OG0002976	3	3	3	4	8	2	0	0	0	1	0	24
OG0002977	1	2	4	5	4	4	1	0	1	1	1	24
OG0002978	3	2	5	3	3	7	0	0	1	0	0	24
OG0002979	2	2	4	4	4	4	0	1	1	1	1	24
OG0002980	1	1	3	3	3	3	5	2	1	1	1	24
OG0002981	1	2	3	3	3	3	3	2	1	2	1	24
OG0002982	3	3	3	6	5	4	0	0	0	0	0	24
OG0002983	1	3	3	4	3	3	3	1	1	1	1	24
OG0002984	1	2	3	3	3	3	2	1	1	2	3	24
OG0002985	2	3	3	3	3	3	2	1	1	1	2	24
OG0002986	2	1	3	5	5	2	1	1	1	1	2	24
OG0002987	1	2	4	3	4	4	1	1	1	1	2	24
OG0002988	2	2	2	2	2	2	4	6	1	1	0	24
OG0002989	1	1	4	4	4	3	1	1	1	2	2	24
OG0002990	2	2	2	2	2	2	3	3	1	2	3	24
OG0002991	1	3	3	3	3	3	2	2	1	2	1	24
OG0002992	1	1	2	1	1	2	12	3	1	0	0	24
OG0002993	1	3	3	3	3	3	3	2	1	0	2	24
OG0002994	1	2	2	2	2	2	4	3	1	2	3	24
OG0002995	1	2	2	2	2	2	2	2	1	3	5	24
OG0002996	2	3	2	5	9	0	2	0	0	1	0	24
OG0002997	1	1	3	3	3	3	5	0	1	2	2	24
OG0002998	1	3	3	3	3	3	1	1	1	3	2	24
OG0002999	3	1	1	1	1	1	2	1	1	7	5	24
OG0003000	1	2	2	2	2	2	4	2	1	5	1	24
OG0003001	1	1	5	4	4	4	4	1	0	0	0	24
OG0003002	1	2	2	2	2	2	4	2	0	5	2	24
OG0003003	2	2	3	3	3	3	1	2	1	1	3	24
OG0003004	1	2	4	2	2	3	1	2	1	5	1	24
OG0003005	1	2	3	4	4	3	1	2	1	1	2	24
OG0003006	1	2	3	3	3	3	2	1	1	1	4	24
OG0003007	1	3	3	3	3	3	1	3	1	2	1	24
OG0003008	1	2	2	2	2	2	3	3	1	2	4	24
OG0003009	1	4	2	2	2	2	5	1	1	1	3	24
OG0003010	1	1	2	2	2	2	1	5	1	5	2	24
OG0003011	2	1	5	1	4	8	2	0	1	0	0	24
OG0003012	1	2	2	3	3	3	4	2	1	1	2	24
OG0003013	1	2	4	3	3	4	2	2	1	1	1	24
OG0003014	1	0	2	5	11	3	1	1	0	0	0	24
OG0003015	1	2	2	2	1	2	7	3	1	2	1	24
OG0003016	3	1	2	0	1	0	0	5	7	5	0	24
OG0003017	1	3	3	3	3	3	3	1	1	1	2	24
OG0003018	1	2	4	1	1	1	4	1	1	4	4	24
OG0003019	1	1	2	2	2	2	3	3	1	4	3	24
OG0003020	1	1	2	2	2	2	1	2	1	6	4	24
OG0003021	1	2	2	4	4	4	2	1	1	2	1	24
OG0003022	1	3	2	3	3	2	2	3	1	1	3	24
OG0003023	1	3	3	2	4	4	3	1	1	1	1	24
OG0003024	1	3	3	3	3	3	2	1	1	3	1	24
OG0003025	1	2	2	2	2	2	3	3	1	3	3	24
OG0003026	2	2	3	3	3	3	3	1	1	1	2	24
OG0003027	1	1	1	1	1	1	14	1	0	1	2	24
OG0003028	1	3	4	3	3	4	1	1	1	2	1	24
OG0003029	1	2	3	3	3	3	3	0	0	1	5	24
OG0003030	1	2	3	3	3	3	1	4	1	1	2	24
OG0003031	1	2	3	6	3	2	2	2	1	1	1	24
OG0003032	1	1	4	4	5	3	2	1	1	1	1	24
OG0003033	1	2	3	3	3	3	2	1	1	2	3	24
OG0003034	1	1	2	2	2	2	5	1	1	5	2	24
OG0003035	3	1	4	3	8	5	0	0	0	0	0	24
OG0003036	1	1	2	2	2	2	3	1	1	5	4	24
OG0003037	1	3	4	4	4	4	3	0	1	0	0	24
OG0003038	1	5	2	3	2	2	2	2	1	3	1	24
OG0003039	2	3	3	1	3	3	5	1	1	1	1	24
OG0003040	3	2	3	2	1	3	2	0	2	2	4	24
OG0003041	3	3	3	2	3	3	3	1	1	1	1	24
OG0003042	1	2	2	3	3	2	2	4	1	2	2	24
OG0003043	1	4	4	5	5	4	1	0	0	0	0	24
OG0003044	1	1	3	3	1	1	3	5	1	3	2	24
OG0003045	1	4	3	3	3	3	3	1	1	1	1	24
OG0003046	1	2	2	2	2	2	2	2	2	3	4	24
OG0003047	3	2	2	3	4	3	2	1	1	1	2	24
OG0003048	1	2	2	2	2	2	3	2	1	3	4	24
OG0003049	2	3	3	2	2	3	3	2	1	1	2	24
OG0003050	4	3	2	2	2	2	2	3	1	1	2	24
OG0003051	1	2	4	5	5	4	3	0	0	0	0	24
OG0003052	1	1	1	1	1	1	6	1	1	4	6	24
OG0003053	1	3	3	3	3	3	2	1	1	2	2	24
OG0003054	1	4	1	1	1	5	2	3	1	3	2	24
OG0003055	1	1	1	3	1	1	5	4	1	5	1	24
OG0003056	1	2	2	2	2	2	3	3	1	3	3	24
OG0003057	1	3	2	3	3	3	2	2	1	3	1	24
OG0003058	1	3	3	4	4	3	2	1	1	1	1	24
OG0003059	2	4	3	2	2	3	1	1	2	2	2	24
OG0003060	1	1	1	1	1	1	2	7	1	4	4	24
OG0003061	1	1	2	3	3	3	4	3	1	1	2	24
OG0003062	1	2	3	3	3	3	4	2	0	1	2	24
OG0003063	1	3	3	3	3	3	1	2	1	2	2	24
OG0003064	2	2	2	2	2	2	4	3	1	2	2	24
OG0003065	1	1	3	3	2	3	2	3	1	4	1	24
OG0003066	1	2	2	1	2	1	6	4	1	4	0	24
OG0003067	1	1	3	3	3	2	4	1	1	1	4	24
OG0003068	1	1	1	1	2	2	1	4	1	5	5	24
OG0003069	1	1	2	2	2	2	1	2	1	4	6	24
OG0003070	3	2	3	3	3	3	2	1	1	2	1	24
OG0003071	2	3	3	3	3	3	1	3	1	1	1	24
OG0003072	1	3	3	4	4	2	2	1	1	1	2	24
OG0003073	1	1	3	3	3	3	1	5	1	1	2	24
OG0003074	2	2	2	2	2	2	5	1	1	1	4	24
OG0003075	2	2	3	3	3	3	2	2	1	1	2	24
OG0003076	2	2	2	2	2	2	2	2	1	5	2	24
OG0003077	1	1	2	2	2	2	4	5	1	2	2	24
OG0003078	1	2	3	3	3	3	1	4	1	2	1	24
OG0003079	2	3	2	2	2	2	7	1	1	1	1	24
OG0003080	1	2	4	4	4	4	1	1	1	1	1	24
OG0003081	1	2	3	3	3	3	1	2	1	3	2	24
OG0003082	2	1	2	2	2	2	2	2	1	1	7	24
OG0003083	1	1	3	4	4	4	0	2	1	2	2	24
OG0003084	1	2	2	2	2	2	1	1	1	6	4	24
OG0003085	1	2	2	2	2	2	2	3	1	2	5	24
OG0003086	1	1	2	4	4	1	6	1	1	1	2	24
OG0003087	1	3	3	3	3	3	4	1	1	1	1	24
OG0003088	2	2	3	3	3	3	1	2	1	2	2	24
OG0003089	1	5	1	1	1	1	6	3	1	3	1	24
OG0003090	2	2	2	2	2	2	4	1	1	2	4	24
OG0003091	1	1	2	5	5	4	6	0	0	0	0	24
OG0003092	1	2	3	3	3	3	1	1	1	2	4	24
OG0003093	1	2	2	2	2	2	4	3	1	2	3	24
OG0003094	1	2	2	2	2	2	4	2	1	4	2	24
OG0003095	1	3	2	3	3	3	1	4	1	2	1	24
OG0003096	2	2	3	4	4	4	1	1	1	1	1	24
OG0003097	3	0	3	3	3	3	4	1	1	2	1	24
OG0003098	1	0	3	3	3	3	1	1	1	5	3	24
OG0003099	1	0	3	4	4	4	3	1	1	2	1	24
OG0003100	2	0	4	3	3	3	2	2	1	1	3	24
OG0003101	1	1	4	4	3	4	2	2	1	1	1	24
OG0003102	2	2	2	2	2	2	2	4	1	2	3	24
OG0003103	1	1	1	2	2	1	5	3	1	2	5	24
OG0003104	2	1	2	2	2	3	5	3	1	1	2	24
OG0003105	1	2	3	3	3	3	2	2	1	3	1	24
OG0003106	1	2	2	3	3	3	1	1	1	6	1	24
OG0003107	1	3	2	3	3	3	4	2	1	1	1	24
OG0003108	1	2	2	3	2	3	1	3	1	3	3	24
OG0003109	1	1	3	3	3	3	1	2	1	4	2	24
OG0003110	1	3	3	3	3	3	2	2	1	1	2	24
OG0003111	1	0	0	12	1	10	0	0	0	0	0	24
OG0003112	1	3	4	3	3	3	1	2	0	1	3	24
OG0003113	1	1	2	6	4	2	2	3	1	1	1	24
OG0003114	2	5	2	2	5	2	2	1	1	1	1	24
OG0003115	1	1	6	5	6	5	0	0	0	0	0	24
OG0003116	1	2	2	2	2	2	2	3	1	4	3	24
OG0003117	1	1	2	2	2	2	3	4	1	3	3	24
OG0003118	1	2	4	4	4	4	1	1	1	1	1	24
OG0003119	2	3	4	1	4	1	4	0	1	2	2	24
OG0003120	1	2	3	3	3	2	2	2	1	3	2	24
OG0003121	1	1	3	3	2	2	3	4	1	2	2	24
OG0003122	1	1	5	6	5	5	1	0	0	0	0	24
OG0003123	1	3	3	3	3	3	2	2	1	2	1	24
OG0003124	1	2	3	3	3	3	2	3	0	3	1	24
OG0003125	1	4	1	1	1	3	1	6	1	4	1	24
OG0003126	2	2	2	3	3	3	3	2	1	2	1	24
OG0003127	2	3	3	3	3	3	2	1	1	2	1	24
OG0003128	1	2	4	5	5	5	0	0	0	0	2	24
OG0003129	1	3	3	3	4	4	2	1	1	1	1	24
OG0003130	2	5	2	2	2	2	2	4	1	1	1	24
OG0003131	2	1	2	2	2	2	1	3	1	3	5	24
OG0003132	1	4	2	2	2	2	4	3	1	1	2	24
OG0003133	1	1	4	4	4	4	1	1	1	1	2	24
OG0003134	1	3	5	4	4	5	2	0	0	0	0	24
OG0003135	1	1	3	2	2	3	5	2	1	2	2	24
OG0003136	1	2	3	3	2	2	1	3	1	3	3	24
OG0003137	1	2	3	3	3	3	3	2	1	1	2	24
OG0003138	1	1	2	2	2	1	8	2	0	1	4	24
OG0003139	1	1	4	5	5	3	1	1	1	1	1	24
OG0003140	1	2	4	4	4	4	1	1	1	1	1	24
OG0003141	2	4	3	3	3	3	1	2	1	1	1	24
OG0003142	1	1	3	3	3	3	3	3	1	1	2	24
OG0003143	2	2	2	2	2	2	8	0	0	1	3	24
OG0003144	1	2	2	2	2	2	2	1	1	5	4	24
OG0003145	1	1	4	4	5	3	1	2	1	1	1	24
OG0003146	2	2	2	2	2	2	5	3	1	2	1	24
OG0003147	1	1	6	2	2	2	2	2	1	2	3	24
OG0003148	1	2	5	5	5	5	1	0	0	0	0	24
OG0003149	1	2	3	1	1	2	2	6	1	3	2	24
OG0003150	1	2	2	2	2	2	2	2	1	4	4	24
OG0003151	2	1	2	2	2	2	7	2	1	2	1	24
OG0003152	1	2	4	4	4	4	1	1	1	1	1	24
OG0003153	1	2	4	2	2	2	3	2	1	2	3	24
OG0003154	2	2	2	2	2	2	3	2	1	3	3	24
OG0003155	2	2	1	5	3	5	1	1	1	2	1	24
OG0003156	2	4	3	0	0	1	4	4	1	3	2	24
OG0003157	1	1	3	4	4	4	1	1	1	2	2	24
OG0003158	1	1	3	3	2	3	4	1	1	2	3	24
OG0003159	2	3	3	3	3	3	2	1	1	1	2	24
OG0003160	1	1	2	2	2	2	5	1	1	5	2	24
OG0003161	1	2	2	4	3	2	4	3	1	1	1	24
OG0003162	2	1	3	3	3	3	1	4	1	2	1	24
OG0003163	2	1	2	2	2	2	2	4	1	4	2	24
OG0003164	3	2	2	2	2	2	2	3	2	1	3	24
OG0003165	2	2	3	3	3	3	2	2	1	1	2	24
OG0003166	2	1	2	3	3	3	1	2	2	1	4	24
OG0003167	1	2	3	3	3	3	2	1	1	3	2	24
OG0003168	1	1	4	2	2	3	2	3	1	2	3	24
OG0003169	2	2	3	2	3	3	3	1	2	1	2	24
OG0003170	1	1	4	4	4	4	2	1	1	1	1	24
OG0003171	1	0	3	3	5	4	1	4	1	1	1	24
OG0003172	1	0	4	4	3	3	1	3	1	2	2	24
OG0003173	2	0	3	5	5	3	1	1	1	2	1	24
OG0003174	2	0	6	4	4	6	1	1	0	0	0	24
OG0003175	0	1	1	1	1	1	11	2	1	2	3	24
OG0003176	0	1	2	2	2	2	3	1	0	8	3	24
OG0003177	0	4	1	1	1	5	5	2	1	3	1	24
OG0003178	0	1	1	1	1	1	6	1	1	5	6	24
OG0003179	0	1	3	2	2	2	4	5	1	2	2	24
OG0003180	0	2	3	4	4	3	3	1	1	1	2	24
OG0003181	0	1	2	2	3	2	4	1	1	3	5	24
OG0003182	0	3	3	3	3	3	2	2	1	2	2	24
OG0003183	0	0	0	0	0	0	0	0	0	0	24	24
OG0003184	1	2	4	4	5	4	3	0	0	0	0	23
OG0003185	2	3	1	1	1	3	3	4	2	2	1	23
OG0003186	1	1	2	2	2	2	4	6	1	1	1	23
OG0003187	5	3	3	1	1	1	2	2	4	0	1	23
OG0003188	1	2	3	3	3	3	1	1	1	2	3	23
OG0003189	1	1	3	3	3	3	1	1	1	0	6	23
OG0003190	3	1	4	3	3	3	1	2	1	2	0	23
OG0003191	2	3	2	2	2	2	1	4	1	2	2	23
OG0003192	1	4	2	3	2	2	2	1	1	1	4	23
OG0003193	2	1	2	1	1	2	2	8	1	1	2	23
OG0003194	1	1	2	3	3	3	1	3	1	3	2	23
OG0003195	1	2	3	3	3	3	3	1	1	1	2	23
OG0003196	1	1	5	5	5	1	1	0	0	4	0	23
OG0003197	16	1	0	2	0	1	3	0	0	0	0	23
OG0003198	9	2	0	0	0	0	4	1	0	7	0	23
OG0003199	1	2	3	3	3	3	2	3	1	1	1	23
OG0003200	19	1	2	0	0	1	0	0	0	0	0	23
OG0003201	3	2	3	5	5	3	1	1	0	0	0	23
OG0003202	1	2	3	3	6	8	0	0	0	0	0	23
OG0003203	1	1	2	2	2	2	4	1	1	5	2	23
OG0003204	2	2	2	2	2	2	3	2	1	2	3	23
OG0003205	1	3	3	3	3	3	1	1	1	3	1	23
OG0003206	2	2	3	3	3	3	2	1	1	1	2	23
OG0003207	1	2	5	4	5	4	2	0	0	0	0	23
OG0003208	1	2	3	3	3	3	2	1	1	1	3	23
OG0003209	1	1	3	3	5	3	1	1	1	1	3	23
OG0003210	1	2	2	1	1	2	8	3	1	1	1	23
OG0003211	1	1	5	4	6	6	0	0	0	0	0	23
OG0003212	1	1	2	2	2	2	8	1	1	2	1	23
OG0003213	1	2	3	3	3	3	1	1	1	2	3	23
OG0003214	1	1	3	2	2	2	1	2	1	3	5	23
OG0003215	1	3	3	3	3	3	0	2	1	2	2	23
OG0003216	1	1	4	4	4	4	1	1	1	1	1	23
OG0003217	1	1	3	3	3	3	6	2	0	1	0	23
OG0003218	1	2	2	3	3	2	1	2	1	4	2	23
OG0003219	1	1	2	2	2	2	4	2	1	4	2	23
OG0003220	2	2	3	2	3	3	1	4	1	1	1	23
OG0003221	2	4	3	2	2	3	1	1	1	3	1	23
OG0003222	1	3	3	3	3	3	1	1	1	2	2	23
OG0003223	3	2	2	2	2	2	2	1	1	2	4	23
OG0003224	1	2	2	2	2	2	2	2	1	2	5	23
OG0003225	2	2	3	2	2	2	4	2	0	3	1	23
OG0003226	1	2	2	2	2	2	1	3	1	4	3	23
OG0003227	1	1	3	4	4	4	1	1	1	1	2	23
OG0003228	3	1	3	1	1	1	1	1	1	5	5	23
OG0003229	1	1	2	3	3	2	3	3	1	3	1	23
OG0003230	1	2	3	3	3	3	1	1	1	4	1	23
OG0003231	1	2	2	2	2	2	2	1	1	3	5	23
OG0003232	1	1	3	3	3	3	1	5	1	1	1	23
OG0003233	1	3	3	4	3	3	1	1	1	1	2	23
OG0003234	1	1	2	2	2	2	2	1	1	4	5	23
OG0003235	1	3	3	3	3	3	1	3	1	1	1	23
OG0003236	1	1	3	3	3	3	2	3	1	2	1	23
OG0003237	1	2	2	2	2	2	3	6	1	1	1	23
OG0003238	1	1	5	5	5	6	0	0	0	0	0	23
OG0003239	1	1	3	3	3	3	3	1	1	1	3	23
OG0003240	1	2	2	2	2	2	2	3	1	4	2	23
OG0003241	2	2	2	2	2	2	2	1	1	3	4	23
OG0003242	1	2	3	3	3	3	1	4	1	1	1	23
OG0003243	1	1	1	1	1	1	6	6	1	2	2	23
OG0003244	1	2	4	3	2	1	2	3	1	1	3	23
OG0003245	1	1	2	2	2	2	8	2	1	1	1	23
OG0003246	1	3	3	4	3	3	2	1	1	1	1	23
OG0003247	2	3	3	3	3	3	1	1	1	2	1	23
OG0003248	1	2	2	2	2	2	1	7	1	1	2	23
OG0003249	3	2	4	3	3	3	1	1	1	1	1	23
OG0003250	2	2	2	2	3	2	2	2	1	1	4	23
OG0003251	1	3	3	3	4	3	1	1	1	0	3	23
OG0003252	1	2	3	3	3	3	1	3	1	1	2	23
OG0003253	2	3	3	3	3	2	1	1	1	3	1	23
OG0003254	1	2	2	2	2	3	2	4	1	2	2	23
OG0003255	1	1	3	4	3	3	3	1	1	1	2	23
OG0003256	1	1	2	2	2	2	3	1	1	1	7	23
OG0003257	3	2	2	2	2	1	1	3	1	5	1	23
OG0003258	1	3	2	2	2	2	2	4	0	2	3	23
OG0003259	1	0	2	3	2	3	2	1	1	4	4	23
OG0003260	3	1	3	3	3	3	3	0	3	1	0	23
OG0003261	1	0	3	3	3	3	2	3	1	2	2	23
OG0003262	1	1	2	2	2	2	1	0	1	7	4	23
OG0003263	1	1	2	3	4	4	3	2	1	1	1	23
OG0003264	1	3	4	4	3	3	1	1	1	1	1	23
OG0003265	1	3	3	3	3	3	3	1	1	1	1	23
OG0003266	2	2	2	3	2	2	5	1	1	1	2	23
OG0003267	1	3	3	3	3	3	2	2	1	1	1	23
OG0003268	1	2	3	3	3	3	2	3	1	1	1	23
OG0003269	1	3	3	3	3	3	1	3	1	1	1	23
OG0003270	2	1	5	5	5	5	0	0	0	0	0	23
OG0003271	2	2	2	4	4	2	3	1	1	1	1	23
OG0003272	2	2	3	3	3	3	3	1	1	1	1	23
OG0003273	1	3	2	2	2	2	4	2	1	2	2	23
OG0003274	2	2	2	2	2	2	2	3	1	2	3	23
OG0003275	1	3	3	3	3	3	1	2	1	2	1	23
OG0003276	1	2	2	2	2	2	3	2	1	3	3	23
OG0003277	1	2	2	2	2	2	1	3	1	5	2	23
